ccode,country,year,income,minLong,maxLong,minLat,maxLat,port
AL,Albania,1949,,,,,,no
AL,Albania,1950,160135,,,,,no
AL,Albania,1951,168187,,,,,no
AL,Albania,1952,168596.3,,,,,no
AL,Albania,1953,176291,,,,,no
AL,Albania,1954,182531.9,,,,,no
AL,Albania,1955,193524.6,,,,,no
AL,Albania,1956,195994,,,,,no
AL,Albania,1957,209560.8,,,,,no
AL,Albania,1958,219506.1,,,,,no
AL,Albania,1959,229512.8,,,,,no
AL,Albania,1960,242615.6,,,,,no
AL,Albania,1961,245330.3,,,,,no
AL,Albania,1962,254273.2,,,,,no
AL,Albania,1963,263617.4,,,,,no
AL,Albania,1964,273314.3,,,,,no
AL,Albania,1965,283653.1,,,,,no
AL,Albania,1966,294891.4,,,,,no
AL,Albania,1967,306590.7,,,,,no
AL,Albania,1968,318521,,,,,no
AL,Albania,1969,331117.1,,,,,no
AL,Albania,1970,344092.9,,,,,no
AL,Albania,1971,348184.3,,,,,no
AL,Albania,1972,352746,,,,,no
AL,Albania,1973,357423.1,,,,,no
AL,Albania,1974,361615.2,,,,,no
AL,Albania,1975,365658.7,,,,,no
AL,Albania,1976,369931.3,,,,,no
AL,Albania,1977,372818.3,,,,,no
AL,Albania,1978,377285,,,,,no
AL,Albania,1979,380410.7,,,,,no
AL,Albania,1980,381511.5,,,,,no
AL,Albania,1981,392491.5,,,,,no
AL,Albania,1982,392029.9,,,,,no
AL,Albania,1983,381095.6,,,,,no
AL,Albania,1984,361729.8,,,,,no
AL,Albania,1985,355840.7,,,,,no
AL,Albania,1986,364107,,,,,no
AL,Albania,1987,348372.6,,,,,no
AL,Albania,1988,334000.9,,,,,no
AL,Albania,1989,360419.6,,,,,no
AL,Albania,1990,314926.8,,,,,no
AL,Albania,1991,214836.9,,,,,no
AL,Albania,1992,199641.5,,,,,no
AL,Albania,1993,238433.3,,,,,no
AL,Albania,1994,260663.2,,,,,no
AL,Albania,1995,305778.9,,,,,no
AL,Albania,1996,334128.5,,,,,no
AL,Albania,1997,287163.7,,,,,no
AL,Albania,1998,312663,,,,,no
AL,Albania,1999,348871.1,,,,,no
AL,Albania,2000,372074.9,,,,,no
AL,Albania,2001,403156.2,,,,,no
AL,Albania,2002,412778.7,,,,,no
AL,Albania,2003,432745.8,,,,,no
AL,Albania,2004,450275.7,,,,,no
AL,Albania,2005,470938.2,,,,,no
AL,Albania,2006,498406.4,,,,,no
AL,Albania,2007,523547,,,,,no
AL,Albania,2008,546734,,,,,no
AL,Albania,2009,548423.2,,,,,no
AL,Albania,2010,570690.5,,,,,no
AL,Albania,2011,586341.8,,,,,no
AL,Albania,2012,582346.4,,,,,no
AL,Albania,2013,597603.5,,,,,no
AL,Albania,2014,594960.9,,,,,no
AL,Albania,2015,602754.4,,,,,no
AL,Albania,2016,622973,,,,,no
AL,Albania,2017,631962.7,,,,,no
AL,Albania,2018,650506.1,,,,,no
AL,Albania,2019,667631.3,,,,,no
DZ,Algeria,1949,,,,,,no
DZ,Algeria,1950,324156.5,,,,,no
DZ,Algeria,1951,322524.8,,,,,no
DZ,Algeria,1952,334338.7,,,,,no
DZ,Algeria,1953,337381,,,,,no
DZ,Algeria,1954,351945.3,,,,,no
DZ,Algeria,1955,355059.2,,,,,no
DZ,Algeria,1956,384214.1,,,,,no
DZ,Algeria,1957,419669.3,,,,,no
DZ,Algeria,1958,423786.5,,,,,no
DZ,Algeria,1959,494783.1,,,,,no
DZ,Algeria,1960,519785.5,,,,,no
DZ,Algeria,1961,435633.4,,,,,no
DZ,Algeria,1962,337203.9,,,,,no
DZ,Algeria,1963,456871.3,,,,,no
DZ,Algeria,1964,476431.3,,,,,no
DZ,Algeria,1965,497662.6,,,,,no
DZ,Algeria,1966,462052,,,,,no
DZ,Algeria,1967,497158.4,,,,,no
DZ,Algeria,1968,540289.2,,,,,no
DZ,Algeria,1969,572318.2,,,,,no
DZ,Algeria,1970,588037.3,,,,,no
DZ,Algeria,1971,528877.8,,,,,no
DZ,Algeria,1972,656871.8,,,,,no
DZ,Algeria,1973,653967.6,,,,,no
DZ,Algeria,1974,695653.3,,,,,no
DZ,Algeria,1975,696537.7,,,,,no
DZ,Algeria,1976,724870.1,,,,,no
DZ,Algeria,1977,703669.3,,,,,no
DZ,Algeria,1978,759627.6,,,,,no
DZ,Algeria,1979,783461.7,,,,,no
DZ,Algeria,1980,768370.4,,,,,no
DZ,Algeria,1981,768807.8,,,,,no
DZ,Algeria,1982,782722.3,,,,,no
DZ,Algeria,1983,797780.6,,,,,no
DZ,Algeria,1984,820690.4,,,,,no
DZ,Algeria,1985,816767.6,,,,,no
DZ,Algeria,1986,782183.7,,,,,no
DZ,Algeria,1987,749665.2,,,,,no
DZ,Algeria,1988,712344.2,,,,,no
DZ,Algeria,1989,737945.3,,,,,no
DZ,Algeria,1990,721999.9,,,,,no
DZ,Algeria,1991,681132.6,,,,,no
DZ,Algeria,1992,690984.2,,,,,no
DZ,Algeria,1993,638794.8,,,,,no
DZ,Algeria,1994,609572.8,,,,,no
DZ,Algeria,1995,618775.2,,,,,no
DZ,Algeria,1996,617705.1,,,,,no
DZ,Algeria,1997,608307.8,,,,,no
DZ,Algeria,1998,611046.4,,,,,no
DZ,Algeria,1999,605911.6,,,,,no
DZ,Algeria,2000,619032.6,,,,,no
DZ,Algeria,2001,612194.1,,,,,no
DZ,Algeria,2002,626404.7,,,,,no
DZ,Algeria,2003,630683.9,,,,,no
DZ,Algeria,2004,633014.4,,,,,no
DZ,Algeria,2005,663540.1,,,,,no
DZ,Algeria,2006,664775.1,,,,,no
DZ,Algeria,2007,683643.5,,,,,no
DZ,Algeria,2008,689021.4,,,,,no
DZ,Algeria,2009,669169.4,,,,,no
DZ,Algeria,2010,688164.5,,,,,no
DZ,Algeria,2011,688634.4,,,,,no
DZ,Algeria,2012,689414,,,,,no
DZ,Algeria,2013,683856.6,,,,,no
DZ,Algeria,2014,684581,,,,,no
DZ,Algeria,2015,683881.2,,,,,no
DZ,Algeria,2016,706916.6,,,,,no
DZ,Algeria,2017,695248.6,,,,,no
DZ,Algeria,2018,671985.9,,,,,no
DZ,Algeria,2019,654504.7,,,,,no
AT,Austria,1949,,,,,,no
AT,Austria,1950,7929.5,,,,,no
AT,Austria,1951,8466.2,,,,,no
AT,Austria,1952,8373.3,,,,,no
AT,Austria,1953,8685.1,,,,,no
AT,Austria,1954,9596.3,,,,,no
AT,Austria,1955,10765.4,,,,,no
AT,Austria,1956,11491.7,,,,,no
AT,Austria,1957,12207.1,,,,,no
AT,Austria,1958,12577,,,,,no
AT,Austria,1959,12887.1,,,,,no
AT,Austria,1960,13988.8,,,,,no
AT,Austria,1961,14718.8,,,,,no
AT,Austria,1962,14972.6,,,,,no
AT,Austria,1963,15420.8,,,,,no
AT,Austria,1964,16283.7,,,,,no
AT,Austria,1965,16707,,,,,no
AT,Austria,1966,17574.8,,,,,no
AT,Austria,1967,17964,,,,,no
AT,Austria,1968,18716.2,,,,,no
AT,Austria,1969,19928.4,,,,,no
AT,Austria,1970,21262.3,,,,,no
AT,Austria,1971,22264.5,,,,,no
AT,Austria,1972,23565.2,,,,,no
AT,Austria,1973,24693.5,,,,,no
AT,Austria,1974,25583.8,,,,,no
AT,Austria,1975,25282.8,,,,,no
AT,Austria,1976,26420.4,,,,,no
AT,Austria,1977,27526.3,,,,,no
AT,Austria,1978,27226.9,,,,,no
AT,Austria,1979,28621.5,,,,,no
AT,Austria,1980,28798.7,,,,,no
AT,Austria,1981,28379.6,,,,,no
AT,Austria,1982,28753.9,,,,,no
AT,Austria,1983,29515,,,,,no
AT,Austria,1984,29252.8,,,,,no
AT,Austria,1985,29783.1,,,,,no
AT,Austria,1986,30129.1,,,,,no
AT,Austria,1987,30215.4,,,,,no
AT,Austria,1988,31063,,,,,no
AT,Austria,1989,31981,,,,,no
AT,Austria,1990,33091.4,,,,,no
AT,Austria,1991,33701.8,,,,,no
AT,Austria,1992,34132.8,,,,,no
AT,Austria,1993,33978.6,,,,,no
AT,Austria,1994,34584.5,,,,,no
AT,Austria,1995,35352.3,,,,,no
AT,Austria,1996,36110,,,,,no
AT,Austria,1997,36523.2,,,,,no
AT,Austria,1998,37655.9,,,,,no
AT,Austria,1999,38449.8,,,,,no
AT,Austria,2000,39765.5,,,,,no
AT,Austria,2001,39808.2,,,,,no
AT,Austria,2002,40457.5,,,,,no
AT,Austria,2003,40563.1,,,,,no
AT,Austria,2004,41471.3,,,,,no
AT,Austria,2005,42168.5,,,,,no
AT,Austria,2006,43590.7,,,,,no
AT,Austria,2007,44922.7,,,,,no
AT,Austria,2008,45554.6,,,,,no
AT,Austria,2009,42653,,,,,no
AT,Austria,2010,43586.8,,,,,no
AT,Austria,2011,44309.5,,,,,no
AT,Austria,2012,43935.9,,,,,no
AT,Austria,2013,43468.4,,,,,no
AT,Austria,2014,43218.5,,,,,no
AT,Austria,2015,42670,,,,,no
AT,Austria,2016,43631.2,,,,,no
AT,Austria,2017,43846.8,,,,,no
AT,Austria,2018,44867.1,,,,,no
AT,Austria,2019,45264.4,,,,,no
BE,Belgium,1949,,,,,,no
BE,Belgium,1950,10540.1,,,,,no
BE,Belgium,1951,11130.6,,,,,no
BE,Belgium,1952,10883.4,,,,,no
BE,Belgium,1953,11153,,,,,no
BE,Belgium,1954,11567.7,,,,,no
BE,Belgium,1955,12099.6,,,,,no
BE,Belgium,1956,12370.2,,,,,no
BE,Belgium,1957,12534.9,,,,,no
BE,Belgium,1958,12422.2,,,,,no
BE,Belgium,1959,12776.2,,,,,no
BE,Belgium,1960,13876.2,,,,,no
BE,Belgium,1961,14558.4,,,,,no
BE,Belgium,1962,15304.5,,,,,no
BE,Belgium,1963,15921.9,,,,,no
BE,Belgium,1964,17016.7,,,,,no
BE,Belgium,1965,17639,,,,,no
BE,Belgium,1966,18130.1,,,,,no
BE,Belgium,1967,18747.7,,,,,no
BE,Belgium,1968,19429.3,,,,,no
BE,Belgium,1969,20600.5,,,,,no
BE,Belgium,1970,21683.1,,,,,no
BE,Belgium,1971,22474.1,,,,,no
BE,Belgium,1972,23584.1,,,,,no
BE,Belgium,1973,25098.9,,,,,no
BE,Belgium,1974,26026.8,,,,,no
BE,Belgium,1975,25385.2,,,,,no
BE,Belgium,1976,26831.1,,,,,no
BE,Belgium,1977,26565.9,,,,,no
BE,Belgium,1978,27084.5,,,,,no
BE,Belgium,1979,27360.2,,,,,no
BE,Belgium,1980,27725.4,,,,,no
BE,Belgium,1981,27227.7,,,,,no
BE,Belgium,1982,27065.6,,,,,no
BE,Belgium,1983,26936.4,,,,,no
BE,Belgium,1984,27604,,,,,no
BE,Belgium,1985,28003.1,,,,,no
BE,Belgium,1986,28528.3,,,,,no
BE,Belgium,1987,29203.2,,,,,no
BE,Belgium,1988,30565.9,,,,,no
BE,Belgium,1989,31432.4,,,,,no
BE,Belgium,1990,32265.1,,,,,no
BE,Belgium,1991,32735.3,,,,,no
BE,Belgium,1992,32969.7,,,,,no
BE,Belgium,1993,32776.2,,,,,no
BE,Belgium,1994,34019.2,,,,,no
BE,Belgium,1995,34532.8,,,,,no
BE,Belgium,1996,34732.6,,,,,no
BE,Belgium,1997,36097.5,,,,,no
BE,Belgium,1998,36700.8,,,,,no
BE,Belgium,1999,37765.1,,,,,no
BE,Belgium,2000,39086.6,,,,,no
BE,Belgium,2001,38914.7,,,,,no
BE,Belgium,2002,39207.6,,,,,no
BE,Belgium,2003,39143.2,,,,,no
BE,Belgium,2004,40075.4,,,,,no
BE,Belgium,2005,40657.1,,,,,no
BE,Belgium,2006,41330.8,,,,,no
BE,Belgium,2007,42413.3,,,,,no
BE,Belgium,2008,42224.3,,,,,no
BE,Belgium,2009,40336.5,,,,,no
BE,Belgium,2010,41152.8,,,,,no
BE,Belgium,2011,40750.6,,,,,no
BE,Belgium,2012,41684.1,,,,,no
BE,Belgium,2013,41754.9,,,,,no
BE,Belgium,2014,42061.3,,,,,no
BE,Belgium,2015,42409.2,,,,,no
BE,Belgium,2016,42449.7,,,,,no
BE,Belgium,2017,43168.3,,,,,no
BE,Belgium,2018,43203.2,,,,,no
BE,Belgium,2019,43329.4,,,,,no
BG,Bulgaria,1949,,,,,,no
BG,Bulgaria,1950,1549.1,,,,,no
BG,Bulgaria,1951,1861.4,,,,,no
BG,Bulgaria,1952,1730.7,,,,,no
BG,Bulgaria,1953,1904.7,,,,,no
BG,Bulgaria,1954,1831.6,,,,,no
BG,Bulgaria,1955,1942.2,,,,,no
BG,Bulgaria,1956,1906.7,,,,,no
BG,Bulgaria,1957,2091.4,,,,,no
BG,Bulgaria,1958,2250,,,,,no
BG,Bulgaria,1959,2400.7,,,,,no
BG,Bulgaria,1960,2599,,,,,no
BG,Bulgaria,1961,2731.8,,,,,no
BG,Bulgaria,1962,2922.1,,,,,no
BG,Bulgaria,1963,3008.8,,,,,no
BG,Bulgaria,1964,3207.2,,,,,no
BG,Bulgaria,1965,3352.3,,,,,no
BG,Bulgaria,1966,3576.5,,,,,no
BG,Bulgaria,1967,3716.5,,,,,no
BG,Bulgaria,1968,3717.3,,,,,no
BG,Bulgaria,1969,3842.3,,,,,no
BG,Bulgaria,1970,4005.8,,,,,no
BG,Bulgaria,1971,4231.1,,,,,no
BG,Bulgaria,1972,4503.6,,,,,no
BG,Bulgaria,1973,4819.4,,,,,no
BG,Bulgaria,1974,5126.3,,,,,no
BG,Bulgaria,1975,5530.9,,,,,no
BG,Bulgaria,1976,5834.6,,,,,no
BG,Bulgaria,1977,6147.7,,,,,no
BG,Bulgaria,1978,6437.2,,,,,no
BG,Bulgaria,1979,6823.2,,,,,no
BG,Bulgaria,1980,6849.7,,,,,no
BG,Bulgaria,1981,7337.1,,,,,no
BG,Bulgaria,1982,7547.4,,,,,no
BG,Bulgaria,1983,7797.6,,,,,no
BG,Bulgaria,1984,8047.7,,,,,no
BG,Bulgaria,1985,8231.7,,,,,no
BG,Bulgaria,1986,8510,,,,,no
BG,Bulgaria,1987,8887.2,,,,,no
BG,Bulgaria,1988,9719,,,,,no
BG,Bulgaria,1989,9480.5,,,,,no
BG,Bulgaria,1990,8549.1,,,,,no
BG,Bulgaria,1991,8202.1,,,,,no
BG,Bulgaria,1992,7671.3,,,,,no
BG,Bulgaria,1993,7506.1,,,,,no
BG,Bulgaria,1994,7949.2,,,,,no
BG,Bulgaria,1995,8539.8,,,,,no
BG,Bulgaria,1996,8479.1,,,,,no
BG,Bulgaria,1997,8450.8,,,,,no
BG,Bulgaria,1998,8729.9,,,,,no
BG,Bulgaria,1999,7910.5,,,,,no
BG,Bulgaria,2000,8109.3,,,,,no
BG,Bulgaria,2001,8689.4,,,,,no
BG,Bulgaria,2002,9365.3,,,,,no
BG,Bulgaria,2003,9702.4,,,,,no
BG,Bulgaria,2004,10334.5,,,,,no
BG,Bulgaria,2005,10940.7,,,,,no
BG,Bulgaria,2006,11385.7,,,,,no
BG,Bulgaria,2007,11571,,,,,no
BG,Bulgaria,2008,12983.2,,,,,no
BG,Bulgaria,2009,12499.3,,,,,no
BG,Bulgaria,2010,12633.1,,,,,no
BG,Bulgaria,2011,12880,,,,,no
BG,Bulgaria,2012,13227.3,,,,,no
BG,Bulgaria,2013,13198.5,,,,,no
BG,Bulgaria,2014,13638.1,,,,,no
BG,Bulgaria,2015,13848.3,,,,,no
BG,Bulgaria,2016,14405.2,,,,,no
BG,Bulgaria,2017,15210.9,,,,,no
BG,Bulgaria,2018,16426.7,,,,,no
BG,Bulgaria,2019,17177.4,,,,,no
HR,Croatia,1949,,,,,,no
HR,Croatia,1950,,,,,,no
HR,Croatia,1951,,,,,,no
HR,Croatia,1952,,,,,,no
HR,Croatia,1953,,,,,,no
HR,Croatia,1954,,,,,,no
HR,Croatia,1955,,,,,,no
HR,Croatia,1956,,,,,,no
HR,Croatia,1957,,,,,,no
HR,Croatia,1958,,,,,,no
HR,Croatia,1959,,,,,,no
HR,Croatia,1960,,,,,,no
HR,Croatia,1961,,,,,,no
HR,Croatia,1962,,,,,,no
HR,Croatia,1963,,,,,,no
HR,Croatia,1964,,,,,,no
HR,Croatia,1965,,,,,,no
HR,Croatia,1966,,,,,,no
HR,Croatia,1967,,,,,,no
HR,Croatia,1968,,,,,,no
HR,Croatia,1969,,,,,,no
HR,Croatia,1970,,,,,,no
HR,Croatia,1971,,,,,,no
HR,Croatia,1972,,,,,,no
HR,Croatia,1973,,,,,,no
HR,Croatia,1974,,,,,,no
HR,Croatia,1975,,,,,,no
HR,Croatia,1976,,,,,,no
HR,Croatia,1977,,,,,,no
HR,Croatia,1978,,,,,,no
HR,Croatia,1979,,,,,,no
HR,Croatia,1980,77204.5,,,,,no
HR,Croatia,1981,77129.6,,,,,no
HR,Croatia,1982,77034.9,,,,,no
HR,Croatia,1983,76919.8,,,,,no
HR,Croatia,1984,76794,,,,,no
HR,Croatia,1985,76679.1,,,,,no
HR,Croatia,1986,76608.9,,,,,no
HR,Croatia,1987,76681.1,,,,,no
HR,Croatia,1988,76999.2,,,,,no
HR,Croatia,1989,77657,,,,,no
HR,Croatia,1990,78671.6,,,,,no
HR,Croatia,1991,60274.4,,,,,no
HR,Croatia,1992,52793.5,,,,,no
HR,Croatia,1993,47883.2,,,,,no
HR,Croatia,1994,51734.2,,,,,no
HR,Croatia,1995,56467.1,,,,,no
HR,Croatia,1996,59880.7,,,,,no
HR,Croatia,1997,64638.9,,,,,no
HR,Croatia,1998,66249.1,,,,,no
HR,Croatia,1999,64737.9,,,,,no
HR,Croatia,2000,67592.4,,,,,no
HR,Croatia,2001,67575.8,,,,,no
HR,Croatia,2002,74015.4,,,,,no
HR,Croatia,2003,75873.5,,,,,no
HR,Croatia,2004,79584.5,,,,,no
HR,Croatia,2005,84317.2,,,,,no
HR,Croatia,2006,87767.5,,,,,no
HR,Croatia,2007,92518.1,,,,,no
HR,Croatia,2008,93182.3,,,,,no
HR,Croatia,2009,84605.3,,,,,no
HR,Croatia,2010,83643.3,,,,,no
HR,Croatia,2011,84260.6,,,,,no
HR,Croatia,2012,82796.3,,,,,no
HR,Croatia,2013,84254.5,,,,,no
HR,Croatia,2014,84444.5,,,,,no
HR,Croatia,2015,88167.3,,,,,no
HR,Croatia,2016,88736.3,,,,,no
HR,Croatia,2017,93265.5,,,,,no
HR,Croatia,2018,95706.6,,,,,no
HR,Croatia,2019,99996,,,,,no
EG,Egypt,1949,,,,,,no
EG,Egypt,1950,17323.6,,,,,no
EG,Egypt,1951,17275.1,,,,,no
EG,Egypt,1952,17090,,,,,no
EG,Egypt,1953,16877.3,,,,,no
EG,Egypt,1954,16717.4,,,,,no
EG,Egypt,1955,16598.5,,,,,no
EG,Egypt,1956,16971,,,,,no
EG,Egypt,1957,17398.5,,,,,no
EG,Egypt,1958,17858.2,,,,,no
EG,Egypt,1959,18317.6,,,,,no
EG,Egypt,1960,18765.3,,,,,no
EG,Egypt,1961,19436.9,,,,,no
EG,Egypt,1962,19817,,,,,no
EG,Egypt,1963,21502,,,,,no
EG,Egypt,1964,23498.9,,,,,no
EG,Egypt,1965,24051.8,,,,,no
EG,Egypt,1966,24685.7,,,,,no
EG,Egypt,1967,24223.6,,,,,no
EG,Egypt,1968,23148.5,,,,,no
EG,Egypt,1969,23740.4,,,,,no
EG,Egypt,1970,23484,,,,,no
EG,Egypt,1971,23914.3,,,,,no
EG,Egypt,1972,24461.1,,,,,no
EG,Egypt,1973,24642.4,,,,,no
EG,Egypt,1974,24312.1,,,,,no
EG,Egypt,1975,26135.3,,,,,no
EG,Egypt,1976,29649.4,,,,,no
EG,Egypt,1977,30976,,,,,no
EG,Egypt,1978,32818.6,,,,,no
EG,Egypt,1979,33405.7,,,,,no
EG,Egypt,1980,35833.8,,,,,no
EG,Egypt,1981,36953.1,,,,,no
EG,Egypt,1982,39187.1,,,,,no
EG,Egypt,1983,40234,,,,,no
EG,Egypt,1984,43269.3,,,,,no
EG,Egypt,1985,44204.2,,,,,no
EG,Egypt,1986,45295,,,,,no
EG,Egypt,1987,46332.6,,,,,no
EG,Egypt,1988,48067.1,,,,,no
EG,Egypt,1989,48535.7,,,,,no
EG,Egypt,1990,49602.1,,,,,no
EG,Egypt,1991,48743.3,,,,,no
EG,Egypt,1992,49156.7,,,,,no
EG,Egypt,1993,50659.9,,,,,no
EG,Egypt,1994,51711.1,,,,,no
EG,Egypt,1995,53109.1,,,,,no
EG,Egypt,1996,54559.1,,,,,no
EG,Egypt,1997,56559.8,,,,,no
EG,Egypt,1998,58174.6,,,,,no
EG,Egypt,1999,59337.2,,,,,no
EG,Egypt,2000,61805.3,,,,,no
